text,category,stance,Lemmatization,sentiment
عاجل دراسة طبية لجامعة تكساس الأمريكية تؤكد لقاح فايزر فعال ضد السلالة المتحورة فيروس كورونا ظهرت بريطانيا وجنوب افريقيا أمريكا,info_news,1,"['عجل', 'درس', 'طبة', 'جمع', 'كسس', 'امر', 'ؤكد', 'لقح', 'يزر', 'فعل', 'ضد', 'سلل', 'تحر', 'يرس', 'كورو', 'ظهر', 'برط', 'جنب', 'فرق', 'امر']",positive
مواطنة عمرها عام تتلقى لقاح كورونا عميد_الامارات,personal,1,"['وطن', 'عمر', 'عام', 'لقى', 'لقح', 'كورو', 'عميد_الامار']",positive
مباشرة الأن وصول الطائرة العسكرية الى مطار بوفاريك والتي متنها دفعة لقاح سبوتنيك قادمة العاصمة الروسية موسكو,info_news,1,"['بشر', 'الأ', 'وصل', 'طئر', 'عسكر', 'الى', 'طار', 'وفر', 'والتي', 'متن', 'دفع', 'لقح', 'سبت', 'قدم', 'عصم', 'روس', 'وسكو']",positive
بسوق عالغبيري لاقوا قاح كورونا_لبنان حقنة زوم سردين وهياهم عايشين بشكل طبيعي,personal,1,"['بسق', 'عالغبيري', 'لاق', 'قاح', 'كورونا_لبن', 'حقن', 'زوم', 'سرد', 'وها', 'عيش', 'شكل', 'طبع']",positive
الشرق_عاجل استقالة منصف السلاوي رئيس فريق البيت الأبيض المكلف بتطوير لقاح كورونا عاجل,info_news,0,"['شرق_عاجل', 'قال', 'نصف', 'سلو', 'رئس', 'فرق', 'بيت', 'ابض', 'كلف', 'طور', 'لقح', 'كورو', 'عجل']",neutral
لقاح فايزر بيوانتك وفق لبيانات شركة فايزر المنشورة لقاحها فعال بنسبة تقريب الجرعة الأولى,info_news,1,"['لقح', 'يزر', 'بيو', 'وفق', 'لبي', 'شرك', 'يزر', 'نشر', 'لقح', 'فعل', 'نسب', 'قرب', 'جرع', 'ولى']",positive
أمير سعودي يجيب اتهام بحصوله واسطة لتلقي لقاح مضاد لفيروس كورونا,info_news,1,"['امر', 'سعد', 'يجب', 'تهم', 'حصل', 'وسط', 'تلق', 'لقح', 'ضاد', 'يرس', 'كورو']",positive
أفضل عقار لكورونا العقار الي انت وأحسن لقاح لكورونا أنك تتلقح بنفس العقار درهم_وقاية,personal,-1,"['فضل', 'عقر', 'كورو', 'عقر', 'الي', 'انت', 'أحس', 'لقح', 'كورو', 'انك', 'لقح', 'نفس', 'عقر', 'درهم_وقاية']",negative
أهم یقدمه موقع مجاهدي_خلق الإیرانیة ینایر إيران العقوبة التلقائية لعدم شراء لقاح_كوفيد_ كورونا وزارة الخارجية الأمريكية تدرج الحوثيين اليمنيين وثلاثة قادتهم قائمة الإرهاب عملية إعدام إعدام سجينا سياسيا إيران عام,info_news,0,"['اهم', 'یقدم', 'وقع', 'مجاهدي_خلق', 'یرنی', 'ینیر', 'اير', 'عقب', 'لقئ', 'عدم', 'شرء', 'لقاح_كوفيد_', 'كورو', 'وزر', 'خرج', 'امر', 'درج', 'حوث', 'يمن', 'ثلث', 'قدت', 'قئم', 'رهب', 'عمل', 'عدم', 'عدم', 'سجي', 'سيس', 'اير', 'عام']",neutral
لقاح كورونا كنيسة إنجلترا تتهم الاتحاد_الأوربي بمخالفة المسيحية رابط تخطي الحجب للمزيد,unrelated,0,"['لقح', 'كورو', 'كنس', 'جلتر', 'تهم', 'اتحاد_الأوربي', 'خلف', 'سيح', 'ربط', 'تخط', 'حجب', 'زيد']",neutral
عاجل الرئيس الأمريكي جو_بايدن سنعمل تطعيم مليون شخص باللقاح المضاد لكورونا خلال المئة يوم الأولى فترتي الرئاسية وجهت حكام الولايات والوكالات الفيدرالية بالتنسيق المشترك لمواجهة جائحة كورونا سأوقع إعلانا تنفيذيا بتعويض الولايات بسبب تداعيات فيروس كورونا,plan,1,"['عجل', 'رئس', 'امر', 'جو_بايدن', 'عمل', 'طعم', 'ملي', 'شخص', 'لقح', 'ضاد', 'كورو', 'خلل', 'مئة', 'يوم', 'ولى', 'فتر', 'رئس', 'وجه', 'حكم', 'ولي', 'وكل', 'فيدرالية', 'نسق', 'شرك', 'واج', 'جئح', 'كورو', 'أوقع', 'اعل', 'نفذ', 'عوض', 'ولي', 'سبب', 'دعي', 'يرس', 'كورو']",positive
عاجل فرنسا توصي باستخدام لقاح أسترازينيكا المضاد لفيروس كورونا لمن عاما فقط,plan,1,"['عجل', 'رنس', 'توص', 'باستخدام', 'لقح', 'استرازينيكا', 'ضاد', 'يرس', 'كورو', 'لمن', 'عما', 'فقط']",positive
عضو لجنة الأوبئة عزمي محافظة للمملكة الحوامل والمرضعات واللاتي يخططن للحمل يستثنين مطعوم كورونا عاجل الأردن_ حكاية__عام هنا_المملكة,info_news,1,"['عضو', 'لجن', 'وبئ', 'عزم', 'حفظ', 'ملك', 'حمل', 'رضع', 'لتي', 'خطط', 'حمل', 'سثن', 'طعم', 'كورو', 'عجل', 'ردن_', 'حكاية__عام', 'هنا_المملكة']",positive
الحكومه وصول جرعة لقاح استرازينيكا فى كورونا للتفاصيل,plan,1,"['حكم', 'وصل', 'جرع', 'لقح', 'استرازينيكا', 'فى', 'كورو', 'فصل']",positive
كامالا هاريس تتلقي الجرعة الثانية لقاح كورونا,celebrity,1,"['كامال', 'هاريس', 'تلق', 'جرع', 'ثني', 'لقح', 'كورو']",positive
إهداء لوالدنا وقائدنا الملك_يتلقى_لقاح_كورونا برد سلام رب فاجعل نفعها عمر مديد يدوم سناه الملك_سلمان حروف بصوتي علي_مشيبة,celebrity,1,"['هدء', 'للد', 'وقد', 'ملك_يتلقى_لقاح_كورو', 'برد', 'سلم', 'رب', 'جعل', 'نفع', 'عمر', 'ديد', 'يدم', 'سنه', 'ملك_سلم', 'حرف', 'بصت', 'علي_مشيبة']",positive
الملك_يتلقى_لقاح_كورونا لاحظوا مدة المقطع ثانية فقط راقب ساعته مرتين وهناك قاعدة تحث الدقة تقول أضبط ساعتك مواعيد سلمان لأنه معروف أمير الرياض بدقة مواعيده وإهتمامه بالوقت اللهم أحفظه بعينك لاتنام,celebrity,1,"['ملك_يتلقى_لقاح_كورو', 'لحظ', 'مدة', 'قطع', 'ثني', 'فقط', 'رقب', 'سعت', 'مرت', 'وهن', 'قعد', 'تحث', 'دقة', 'تقل', 'ضبط', 'سعت', 'مواعيد', 'سلم', 'لأن', 'عرف', 'امر', 'ريض', 'بدق', 'مواعيد', 'وإهتمامه', 'وقت', 'لهم', 'حفظ', 'بعن', 'تنم']",positive
بيل غيتس يجب نعود كنا رغم أننا سيكون بمقدرتنا صنع لقاحات بسرعة بفضل التقنية الجديدة الموجودة لقاح فايزر علينا نكون مستعدين للوباء القادم ونريد نستثمر الفحوصات وفي فريق متكامل نسميه فريق إطفاء الوبائيات يذهب يوجد الوباء الجديد,info_news,1,"['بيل', 'غيتس', 'يجب', 'نعد', 'كنا', 'رغم', 'انن', 'سيك', 'قدر', 'صنع', 'لقح', 'سرع', 'فضل', 'قني', 'جدد', 'وجد', 'لقح', 'يزر', 'علي', 'نكن', 'سعد', 'وبء', 'قدم', 'نرد', 'ثمر', 'فحص', 'وفي', 'فرق', 'كامل', 'نسم', 'فرق', 'طفء', 'وبي', 'ذهب', 'وجد', 'وبء', 'جدد']",positive
دون_تعليق مدير منظمة الصحة العالمية مليون جرعة اللقاح تم إعطاؤها يقل دولة دخل مرتفع وهناك جرعة فقط أعطيت البلدان الدخل المنخفض سلملي كوفاكس وال مليار لقاح تبع الفقراء بس_هيك,info_news,1,"['دون_تعليق', 'دير', 'نظم', 'صحة', 'علم', 'ملي', 'جرع', 'لقح', 'تم', 'عطؤ', 'يقل', 'دول', 'دخل', 'رفع', 'وهن', 'جرع', 'فقط', 'اعط', 'بلد', 'دخل', 'خفض', 'لمل', 'كوفاكس', 'وال', 'لير', 'لقح', 'تبع', 'قرء', 'بس_']",positive
الشرق_عاجل مصر تمنح الترخيص الطارئ لاستخدام لقاح كوفيشيلد أسترازينيكا عاجل,info_news,1,"['شرق_عاجل', 'مصر', 'منح', 'رخص', 'طرئ', 'لاستخدام', 'لقح', 'كوفيشيلد', 'استرازينيكا', 'عجل']",positive
إصابة شخصا بشلل فى الوجه تلقيهم لقاح كورونا بإسرائيل,info_news,-1,"['صبة', 'شخص', 'شلل', 'فى', 'وجه', 'تلق', 'لقح', 'كورو', 'بإسرائيل']",negative
خبر سعيد للعالم مختبر بايونتيك بيان رسمي لقاح_كورونا فايزر يتمتع بفعالية ضد السلالة البريطانية والجنوب إفريقية فيروس كورونا المتحور رسميا خوف بإذن الله يأخذ اللقاح سلالة لكورونا,info_news,1,"['خبر', 'سعد', 'علم', 'خبر', 'بايونتيك', 'بين', 'رسم', 'لقاح_كورو', 'يزر', 'متع', 'فعل', 'ضد', 'سلل', 'بريطانية', 'جنب', 'فرق', 'يرس', 'كورو', 'تحر', 'رسم', 'خوف', 'بإذ', 'الل', 'أخذ', 'لقح', 'سلل', 'كورو']",positive
اتصالات الجزائر روسيا لتصنيع لقاح سبوتنيك_ الجزائر,info_news,1,"['تصل', 'جزر', 'روس', 'صنع', 'لقح', 'سبوتنيك_', 'جزر']",positive
الوزير الأول وسط المواطنين يتقدم لتلقي لقاح سبوتنيك الروسي,celebrity,1,"['وزر', 'اول', 'وسط', 'وطن', 'قدم', 'تلق', 'لقح', 'سبت', 'روس']",positive
فايزر تتوقع مبيعات بقيمة مليار لقاح كورونا,info_news,1,"['يزر', 'وقع', 'بيع', 'بقم', 'لير', 'لقح', 'كورو']",positive
الصحة ظهور حالة محصن الجواز_الصحي بتطبيق توكلنا تلقي الجرعة الثانية لقاح كورونا الوطن_اكثر_من_ذلك,info_news,1,"['صحة', 'ظهر', 'حلة', 'حصن', 'جواز_الصحي', 'طبق', 'وكل', 'تلق', 'جرع', 'ثني', 'لقح', 'كورو', 'وطن_اكثر_من_ذلك']",positive
الصورة الكريمة لخادم الحرمين الشريفين الملك سلمان بن عبدالعزيز أبلغ الكلام وهي تقطع يشكك استخدام اللقاح الملك_يتلقي_لقاح_كورونا العميد متقاعد حسن الشهري أحداث,info_news,1,"['صور', 'كرم', 'خدم', 'حرم', 'شرف', 'ملك', 'سلم', 'بن', 'عبدالعزيز', 'بلغ', 'كلم', 'وهي', 'قطع', 'يشك', 'خدم', 'لقح', 'ملك_يتلقي_لقاح_كورو', 'عمد', 'قاعد', 'حسن', 'شهر', 'حدث']",positive
قريبتي تلقت الجرعة الثانية لقاح اسبوع الجرعة الثانية اتت نتيجة فحص ايجابية اللقاح بدأ يعمل ضد كورونا اواخر اسابيع الحمل,personal,1,"['قرب', 'تلق', 'جرع', 'ثني', 'لقح', 'سبع', 'جرع', 'ثني', 'اتت', 'نتج', 'فحص', 'يجب', 'لقح', 'بدأ', 'عمل', 'ضد', 'كورو', 'وخر', 'ابع', 'حمل']",positive
دراسة لقاح فايزر بيونتيك فعال ضد فيروس كورونا المتحور,info_news,1,"['درس', 'لقح', 'يزر', 'بين', 'فعل', 'ضد', 'يرس', 'كورو', 'تحر']",positive
بالفيديو وفاة شخصا تلقي لقاح فيروس كورونا النرويج والسبب,info_news,-1,"['يدو', 'وفة', 'شخص', 'تلق', 'لقح', 'يرس', 'كورو', 'روج', 'سبب']",negative
اللقاح_للبناني_أولا امس مشاهيركم عندنا يتسولون لقاح واليوم صرتوا أولا شلون,personal,0,"['لقاح_للبناني_أولا', 'امس', 'مشاهير', 'عند', 'تسل', 'لقح', 'يوم', 'صرت', 'اول', 'شلن']",neutral
الحمدلله اخذت شوي الجرعه الثانية لقاح كورونا الله ينفع يارب والله يعز دولتنا وحكومتنا شيء يقدمونه,personal,1,"['حمدلل', 'اخذ', 'شوي', 'جرع', 'ثني', 'لقح', 'كورو', 'الل', 'نفع', 'يرب', 'ولل', 'يعز', 'دول', 'حكم', 'شيء', 'قدمو']",positive
أعلن رئيس البلدية آبي بيناي مدينة مكاتي حصلت مليون جرعة لقاح,info_news,1,"['اعل', 'رئس', 'بلد', 'ابي', 'بين', 'دين', 'كتي', 'حصل', 'ملي', 'جرع', 'لقح']",positive
اللقاح_للبناني_أولا ردا كمية الاستفراغ العنصري بالهاشتاغ انا لبناني بتبرع لقاح مدفوع لاجى بالاراضي اللبنانية ذوي الامراض المزمنة يتامن اللقاح المدفوع مين يساعدني بتحديد المستفيدين,personal,1,"['لقاح_للبناني_أولا', 'ردا', 'كمة', 'فرغ', 'عنصر', 'هاشتاغ', 'انا', 'لبن', 'برع', 'لقح', 'دفع', 'لجى', 'رضي', 'لبن', 'ذوي', 'مرض', 'زمن', 'يتم', 'لقح', 'دفع', 'مين', 'سعد', 'حدد', 'فيد']",positive
فيديو_واس السفير الأمريكي المملكة عقب تلقيه لقاح كوررنا كوفيد_ أؤكد للمجتمع الأمريكي اللقاح آمن وفعال والتنظيم والكفاءة السعودية شهدتهما اليوم كانا غاية الروعة نعود_بحذر واس_عام,celebrity,1,"['فيديو_واس', 'سفر', 'امر', 'ملك', 'عقب', 'لقه', 'لقح', 'كورر', 'كوفيد_', 'ؤكد', 'جمع', 'امر', 'لقح', 'امن', 'فعل', 'نظم', 'كفء', 'سعد', 'شهد', 'اليوم', 'كنا', 'غية', 'روع', 'نعود_بحذر', '_عم']",positive
هرولة الحكومة العراقية لـ لقاح فايزر الأمريكي أمريكا الدولة لحد تتصد العالم بالإصابات خطوة مشبوهة خلفها مصالح أمريكية لـ كسب المال وأطراف حكومية فاسدة تشتري الجرعات بأسعار مضاعفة تشتريه باقي الدول لـ الل قاح نريد_لقاح_آمن,plan,1,"['هرل', 'حكم', 'عرق', 'لـ', 'لقح', 'يزر', 'امر', 'امر', 'دول', 'لحد', 'تصد', 'علم', 'اصب', 'خطة', 'شبه', 'خلف', 'صلح', 'امر', 'لـ', 'كسب', 'مال', 'أطراف', 'حكم', 'فسد', 'شري', 'جرع', 'أسعار', 'ضعف', 'شري', 'بقي', 'دول', 'لـ', 'الل', 'قاح', 'نريد_لقاح_آمن']",positive
الدولة الشعب هايجين البارحة لان وحدة المستشفيات ورا لقحت الستاف بقه لقاح ال لازم يستخدم خلال ايام تذويبه المهم فه جانت حتخلص ال ايام بذيج الليلة فابو المستشفى ملقح كرايب العاملين ضمنهم جهالة ثنين كتب رسالة اعتذار يابه جان حيروح بالزبل,info_news,1,"['دول', 'شعب', 'هيج', 'برح', 'لان', 'وحد', 'شفي', 'ورا', 'لقح', 'ستف', 'بقه', 'لقح', 'ال', 'لزم', 'خدم', 'خلل', 'ايم', 'ذوب', 'مهم', 'فه', 'جنت', 'حتخلص', 'ال', 'ايم', 'بذج', 'ليل', 'فبو', 'شفى', 'لقح', 'كريب', 'عمل', 'ضمن', 'جهل', 'ثنن', 'كتب', 'رسل', 'عذر', 'يبه', 'جان', 'حيروح', 'زبل']",positive
