text,category,stance
أسامة_كمال موضوع متصل بيثير سؤال عندي نيويورك بوست قالت إرهابيين وسجناء بيواجهوا اتهامات بإرهاب وفى مقدمتهم خالد شيخ محمد المتهم بتدبير دبرأحداث هياخدوا لقاح كورونا كثير الأمريكان,rumors,0
مقارنة انواع اللقاحات الخمس الحالية لكرونا التقنية والسعر وطريقة الحفظ ونسبة الفعالية العلم اننا السعودية حاليا شغالين لقاح فايزر,info_news,1
وزير الدولة عضو مجلس الوزراء صاحب السمو الملكي الأمير تركي بن محمد بن فهد يتلقى الجرعة الأولى لقاح كورونا,info_news,1
صحيفة تايمز البريطانية الثلاثاء الاتحاد الأوروبي شركة فايزر وشركات الأدوية الأخرى أنه يجب عليهم الحصول لتصدير اللقاح بريطانيا وسيتعين عليهم تقديم إخطار مبكر بالصادرات وهذا التدخل يعط إمدادات بريطانيا لقاح فايزر,info_news,1
فايزر تعلن تزويد الصحه_العالميه بـ مليون جرعة لقاح_كورونا فيروس_كورونا للتفاصيل,info_news,1
تلقيت لقاح التطعيم وذلك بفضل الله ورحمته فعلا نفتخر بالكوادر الكويتية تدير مقر التطعيم بامتياز الكوادر الطبية والإدارية والأمنية فلهم الشكر والتقدير جميعا والشكر موصول للأخ وزير الصحة,personal,1
محاصرون وباءين الاحتلال الإسرائيلي يقرر منع إدخال لقاح فيروس كورونا قطاع غزة المحاصر بناء طلب عائلتي أسيرين الاحتلال قبضة فصائل المقاومة الفلسطينية بمنع مواد طبية للضغط عليهم مقابل تسليم الأسيرين,info_news,0
تعليق التسجيل بموقع منظومة حجز لقاح_كورونا كورونا,info_news,0
إقرأوا المهزلة تم اختيار لقاح يوفر فعالية بنسبة حكومة أستراليا يعني ثلث الملقحين يحصلون فائدة اللقاح لماذا تأخذوه الفائدة فرضنا أنكم ستكونون ضمن الثلث المستفيد,personal,1
متحدث صحة مكة يرد المتداول تنسيق جار لتوفير لقاح كورونا وفقا للخطة,plan,1
صوت_المملكة لقاح كورونا مدى فاعليته إجباري سيمنع الثامنة صوت_المملكة,info_news,0
التحليلية دلالات فرض أميركا لعقوبات مؤسسة تقوم بانتاج لقاح لفيروس كورونا,info_news,1
دراسة مجلة لانسيت الطبية تبدد الشكوك حيال فعالية اللقاح الروسي المضاد لكورونا,info_news,1
اللقاح لازم ينحفظ بدرجة حرارة الصفر والا يفقد فعاليته شلون نضمن اللقاح آمن نريد_لقاح_آمن,info_news,1
فريدة الحوسني نهدف تطعيم أكبر نسبة ممكنة المجتمع برق_الإمارات يدا _بيد_نتعافى,plan,1
سلطات الجزائر تتعهد بتوفير كميات كافية لقاح كورونا للمواطنين,plan,1
كمال صنهاجي إقتناء لقاح الأفضل حاليا لأن الجانب اللوجيستيكي يكون أسهل والوتيرة أسرع,info_news,1
تلقت المواطنة صبحة سالم حمدان الدرعي والتي تبلغ العمر عام الجرعة الأولى لقاح كوفيد مركز القوع الصحي تديره الخدمات العلاجية الخارجية منشآت شركة أبوظبي للخدمات الصحية صحة,personal,1
أعلن هشام طلعت مصطفى الرئيس التنفيذي والعضو المنتدب لمجموعة طلعت مصطفى تبرعه بتحمل تكاليف لقاح فيروس كورونا لنحو مليون مصري القادرين جاء خلال مؤتمر صحفي عقد ظهر بمقر وزارة الصحة والسكان هامش توقيع برتوكول للتعاون مجموعة طلعت مصطفى ووزارة الصحة,info_news,1
بيسمع رفض الخامنئي للقاح الاميركي والبريطاني بيفكر انو إيران عملت لقاح أفلس بفايزر واكسفورد,personal,1
الله يعز دولتنا وحكومتنا شكرا وزارة_الصحة وكافة كوادرها مايقدمونه للمواطن والمقيم تعامل وتسهيلات مقرات لقاح_كورونا,personal,1
إنجاز يدعو للفخر لكل سعودي وعربي فريق بحثي سعودي بقيادة الدكتورة إيمان المنصور ينجح الوصول لأول لقاح سعودي ضد فيروس كورونا,info_news,1
عاجل أطباء أردنيون يسعون لإنتاج لقاح وطني ضد فيروس كورونا فيديو الأردن رؤيا_الاخباري لقاح_كورونا,info_news,1
لقاح كورونا السعودية أكبر حملة تطعيم تشهدها المملكة قناة_السعودية,info_news,1
مان تتسلم جرعة لقاح أوكسفورد أسترازينيكا الم لفيروس كورونا كوفيد مقدمة الهند وكالة الأنباء الرسمية,plan,1
إستقالة رئيس أركان جيش أسبانيا حديث تخطيه دوره للحصول تطعيم كوڤيد أسبانيا كانت دكتاتورية عسكرية وفاة حاكمها الدكتاتور العسكري فرانكو حكمها عام قرر حكم بعده تصبح ديمقراطية ودولة قانون فأستمر التغيير اليوم فتش توجه النخبة,info_news,1
شاهد الملك محمد السادس شمر ذراعه اليمنى لتلقي لقاح كورونا كوفيد_ لقاح_كورونا كورونا كورونا_المغرب المغرب محمد_السادس,celebrity,1
الوقت خو خامئني الشعب الإيراني لقاح كورونا ووز التهم الملك سلمان شعبه بأخذ اللقاح منهما تعامل الموقف بطو يته ومبادئه ورؤيته لنفسه رؤيته للعالم سيظل الشعب الإيراني ضحية مؤسسة مريضة بالحقد والتآمر والأنانية الملك_يتلقي_لقاح_كورونا,personal,1
تركيا دوله ارهابيه وفاسده قامت بتوفير لقاح كرونا لفئة السياسيين التابعيين لحزب العداله واردوغان وباقى شعبه تركه للموت وللضياع,info_news,1
سندريللا_مرهج يمكن بأي شكل الأشكال فرض لقاح آخر فرد لبنان يجب قانونا منح التراخيص للشركات الموثوقة لاستيراد لقاحات دول عد والالتزام حرية فرد اختيار مقتنع تنسوا لبنان مواطنين يحملون جنسية,info_news,1
البيض المخصب باحث مصري إنجلترا ينتج لقاح ضد كورونا سكاي_أخبار,info_news,1
عمان_لايف وزارة الصحة تبدأ تطعيم فئة ستهدفة جديدة فئات المجتمع ضمن المرحلة الأولى الحملة الوطنية للتحصين ضد كوفيد باستخدام اللقاح الم صن شركة أسترازينيكا بالتعاون جامعة أكسفورد,info_news,1
حمد الطبية شهادة تطعيم لمن تلقى جرعتي لقاح كورونا أيام,info_news,1
تعتقدون كفر الإمارات رفض تكفير داعش سيأخذ لقاح كورونا المصنوع اليهود والنصارى والكفار امجد_طه,others,-1
غييير مؤيدة اسمه تطعيم إجباري يعني ياتطع يانضي حياتك وحر يتك,personal,-1
نبي لقاح ضد التفكير الزايد,unrelated,0
أردوغان يتلقى لقاح كورونا صور عاجل,info_news,1
اسابيع تلقيه الجرعة الأولى مباشرة الهواء لتعزيز ثقة الجمهور اللقاح الشرق الشرق_للأخبار,info_news,1
ذكر استاذا عراقي استاذا غربي جاء زماله بحثية جامعة بغداد بداية انه صدم بالرصانة العلميه للجامعة واساتذتها انه يجد فرقا جامعة بغداد وبين وجامعة هارفرد تذكرت رايت اليوم جامعة عراقية تحتفل بانتاج لقاح محلي لكروانا الى اين وصلت الخرافة,personal,1
