id,text,stance,predictions
139,مساعدة مدير الصحة العالمية حنان بلخي المحاكاة لانتشار كورونا تشير إلى ضرورة تطعيم من المجتمعات وتحور الفيروس يطرح سؤالا عن الحاجة لمزيد من اللقاحات العربية,0,neutral
140,سبق_في_أسبوع خادم الحرمين الشريفين يتلقى الجرعة الأولى من لقاح كورونا كوفيد ولي العهد سياسة المملكة ثابتة وخططها تضع في مقدمة أولوياتها مجلس تعاون خليجي موحد الداخلية شعبان القادم السماح للمواطنين بالسفر إلى الخارج الصحة لقاح كورونا آمن لمرضى القلب,1,positive
141,عاجل أمريكا ترامب للمرة الرابعة خلال شهرين قاذفات _ إلى الخليج العربي بعد إلغاء عودة حاملة الطائرات الضخمة نيميتز للساحل الغربي الاستخبارات_التركية لقاح_كورونا كورونا,-1,negative
142,أمير مكة المكرمة يتلقى الجرعة الثانية من لقاح كورونا,0,neutral
143,اعلان شركة جونسون اند جونسون عن قرب تصنيع لقاح جديد سيتم الموافقة عليه الأسبوع القادم مهم جدا كونه سيسهل عملية توزيع اللقاحات عالميا لسهولة تخزينه وإعطاء جرعة واحدة فقط البشرية بحاجة لتلقيح سريع قبل ان يتحور فيروس كورونا اكثر ويفتك بالناس اكثر,1,positive
144,مؤسسة الأدوية والأجهزة الطبية التابعة لوزارة الصحة التركية تعلن وصول الدفعة الثانية من لقاح كورونافاك المضاد لفيروس كورونا البالغة ملايين جرعة,0,neutral
145,تلقيت اليوم الجرعة الاولى من لقاح كورونا الحمد لله على نعمة الامارات,1,positive
146,ما يقال عن لقاح فايزر ورقاقات الجينات الدقيقة لبيل جيتس هو جنون وأي لقاح أفضل من عدم وجود لقاح لقد أخذت لقاح لأنه كان هو الذي تم تقديمه لنا وسأخذ أي لقاح يتم تقديمه لأن هذا هو الطريق الوحيد للتخلص من,1,positive
147,امريكا العاجزة عن علاج كورونا غير مؤهلة الى انتاج اللقاح وشراءه منها ة نريد_لقاح_آمن,-1,negative
148,ولله الحمد قبل قليل تلقى والدي الغالي تطعيم كرونا الله ينفع به مهما وصفت ومدحت قليل في ما وجدته من تنظيم واحترافية كل الشكر والتقدير والعرفان لهذه الوزارة ووزيرها الحمد لله على نعمة هذا البلد وقيادته,1,positive
149,تفاصيل خطة وزاره_الصحه لتوزيع لقاح_كورونا وهذا موعد بدء تطعيم المواطنين فوق الـ عاما,0,neutral
150,عاجل لقاح ضد الحقد والنعرات الطائفية اسمه,-1,negative
151,فرنسا صحيفة صنداي تلغراف البريطانية تشن هجوما على ماكرون بعد انتقاده لقاح أسترازينيكا وتقول أن ماكرون يعاني من كراهية تجاه بريطانيا,-1,negative
152,معالي نائب وزير الداخلية الدكتور ناصر الداود خلال تلقيه الجرعة الأولى من لقاح كوفيد,0,neutral
153,أحمد موسى لماذا التأخير في تطعيم الأطقم الطبية ضد كورونا صدى_البلد على_مسئوليتي,-1,negative
154,كأحد الاطباء الذين يعملون في وزارة_الصحة أشعر بالفخر على درجة التنظيم العالية في برنامج تطعيم كورونا الشكر الجزيل,1,positive
155,لبنان يتسلم أول دفعة من لقاح فايزر الشهر المقبل,1,positive
156,الصحة المصرية لقاح كورونا سيصل نهاية هذا الشهر ولا نقص في أجهزة التنفس العربية_عاجل,0,neutral
157,أردوغان تركيا تخطت دولا متقدمة في تأمين لقاح كورونا,1,positive
158,نفتخر بأن يكون الأردن من أولى الدول التي بدأت الحملة الوطنية للتلقيح ضد الكورونا باللاجئين الذين تحتضنهم هذا هو بلدنا الذي نرفع رأسنا به وبإنساني ته الأردن كورونا لقاح_كورونا,1,positive
159,خادم_الحرمين_الشريفين حفظه الله يتلقى الجرعة الأولى من لقاح كورونا كوفيد,1,positive
160,لقاح باللغة الإنجليزية يساوي التطعيم بلغة الجيماتريا الإنجليزية يساوي علامة الوحش في اللغة الإنجليزية غيماتريا تساوي الروبوتات النانوية والجسيمات النانوية تسبب الطاعون وعلامة الوحش,-1,negative
161,بث مباشر رئيس الوزراء نتنياهو ووزير الصحة أدلشتاين يتلقيان الجرعة الثانية من لقاح كورونا في مستشفى شيبا قرب تل أبيب,0,neutral
162,عاجل مستشار الرئيس سنسعى بقوة لإنتاج لقاح ضد كورونا,1,positive
163,عاجل الصحة الإماراتية تعلن تقديم جرعات من لقاح فيروس كورونا خلال الـ ساعة الماضية,0,neutral
164,عليكم أيها الساسه والحاكمين التعاقد وحسب التجربه فمن قدم دم اعظم قادته دوننا يقينا سيقدم اخلص علاجه لنا نريد_لقاح_آمن,1,positive
165,الف وظيفة مليون جرعة لقاح لا_احباط_بعد_اليوم,-1,negative
166,جودوا علي بمنطق أحيا به هل من لقاح ضد الأرق,1,positive
167,شاهد الأمين العام للأمم المتحدة يتلقى لقاح فيروس كورونا ويشدد على أهمية توفير اللقاحات للجميع في كل مكان,1,positive
168,شكرا معالى وزير الصحة شكرا لكل العاملين في مركز تطعيم جدة تمت عملية التطعيم مع اجراءات التسجيل في دقائق,1,positive
169,اليوم إعطاء الجرعة الثانية والأخيرة من لقاح كوفيد للأشخاص الذين حصلوا على الجرعة الأولى في الثالث والعشرين من ديسمبر الماضي وفي مركز الوجبة الصحي تلقى أول شخصان تم تطعيمهما في دولة قطر الجرعة الثانية وهما الدكتور عبد الله جمعةالكبيسي والدكتور محمد حرب فرزات,1,positive
170,بسؤال رئيس شركة فايزر لماذا لم تتلق تطعيم كورونا حتى الآن كان جوابه أنا أبلغ من العمر عام ا وبصحة جيدة ولا أعمل في الخطوط الأمامية لذا فإن التطعيم لا ي نصح يوصى به بالنسبة لي ألبرت بورلا رئيس شركة فايزر,1,positive
171,مراسلة المملكة إعطاء مطعوم كورونا لأول شخص في محافظة العقبة بمركز العقبة الشامل عاجل الأردن_ حكاية__عام هنا_المملكة,0,neutral
172,آلاف لقاح صيني أ دخلوا الى بيروت اعلامي يكشف غرد الاعلامي جان عزيز عبر حسابه على تويتر سفارة خليجية في بيروت أدخلت من يومين آلاف لقاح كورونا صيني يمكن لدبلوماسييها ومواطنيها في لبنان هيدا بأكد مجددا إنو كان ممكن يوصلنا اللقاح أبكر بكتير ونوفر مئات الضحايا,0,neutral
