text,category,stance,sentiment,words,errors,errors_count,sentence_length
بشهادة خبراء غربيين لقاح سبوتنيك الروسي فعال بنسبة تزيد بالمائة,info_news,1,positive,"['بشهادة', 'خبراء', 'غربيين', 'لقاح', 'سبوتنيك', 'الروسي', 'فعال', 'بنسبة', 'تزيد', 'بالمائة']","{'غربيين', 'لقاح', 'خبراء', 'تزيد', 'بشهادة', 'بالمائة', 'فعال', 'سبوتنيك', 'بنسبة', 'الروسي'}",10,63
شركة فايزر الأمريكية تبرعت للاجئين السوريين الأردن بـ لقاح ومثلهم للاجئين السوريين لبنان,info_news,1,positive,"['شركة', 'فايزر', 'الأمريكية', 'تبرعت', 'للاجئين', 'السوريين', 'الأردن', 'بـ', 'لقاح', 'ومثلهم', 'للاجئين', 'السوريين', 'لبنان']","{'لقاح', 'تبرعت', 'لبنان', 'الأردن', 'للاجئين', 'فايزر', 'السوريين', 'بـ', 'الأمريكية', 'ومثلهم', 'شركة'}",11,88
سمو الامير خالد بن عبدالعزيز  بن عياف والجرعه الالى لقاح كرونا كوفيد  بالسلامة يارررررب,celebrity,1,positive,"['سمو', 'الامير', 'خالد', 'بن', 'عبدالعزيز', 'بن', 'عياف', 'والجرعه', 'الالى', 'لقاح', 'كرونا', 'كوفيد', 'بالسلامة', 'يارررررب']","{'سمو', 'لقاح', 'عبدالعزيز', 'بالسلامة', 'الامير', 'والجرعه', 'كوفيد', 'يارررررب', 'عياف', 'كرونا', 'بن', 'خالد', 'الالى'}",13,87
شخص يتلقون لقاح كوفيد خلال الساعات الـ الماضية,info_news,1,positive,"['شخص', 'يتلقون', 'لقاح', 'كوفيد', 'خلال', 'الساعات', 'الـ', 'الماضية']","{'شخص', 'لقاح', 'خلال', 'كوفيد', 'الساعات', 'الـ', 'الماضية', 'يتلقون'}",8,46
عقل بلتاجي لنكون قدوه للجميع الحياة او غرف الانعاش ويحث الاردنيين اخذ مطعوم كورونا ,personal,1,positive,"['عقل', 'بلتاجي', 'لنكون', 'قدوه', 'للجميع', 'الحياة', 'او', 'غرف', 'الانعاش', 'ويحث', 'الاردنيين', 'اخذ', 'مطعوم', 'كورونا']","{'كورونا', 'لنكون', 'مطعوم', 'اخذ', 'الحياة', 'الانعاش', 'ويحث', 'قدوه', 'او', 'عقل', 'بلتاجي', 'الاردنيين', 'للجميع', 'غرف'}",14,83
الموناليزا اخدت اللقاح وانتو خايفين لسى  ,personal,1,positive,"['الموناليزا', 'اخدت', 'اللقاح', 'وانتو', 'خايفين', 'لسى']","{'وانتو', 'اخدت', 'خايفين', 'الموناليزا', 'اللقاح', 'لسى'}",6,41
تساؤلات آخر ليل  اذا كفانا لقاح الكورونا بزيدولو مي ,others,0,neutral,"['تساؤلات', 'آخر', 'ليل', 'اذا', 'كفانا', 'لقاح', 'الكورونا', 'بزيدولو', 'مي']","{'بزيدولو', 'آخر', 'اذا', 'ليل', 'لقاح', 'تساؤلات', 'مي', 'الكورونا', 'كفانا'}",9,52
شعب يميز الكزبرة البقدونس بدك اياه يعرف شو افضل لقاح  طعمو الشعب ,others,0,neutral,"['شعب', 'يميز', 'الكزبرة', 'البقدونس', 'بدك', 'اياه', 'يعرف', 'شو', 'افضل', 'لقاح', 'طعمو', 'الشعب']","{'طعمو', 'لقاح', 'بدك', 'الشعب', 'افضل', 'اياه', 'شعب', 'يعرف', 'يميز', 'شو', 'البقدونس', 'الكزبرة'}",12,65
بريطانيا  تقر استخدام لقاح موديرنا ضد فيروس كورونا,info_news,1,positive,"['بريطانيا', 'تقر', 'استخدام', 'لقاح', 'موديرنا', 'ضد', 'فيروس', 'كورونا']","{'كورونا', 'لقاح', 'استخدام', 'موديرنا', 'تقر', 'فيروس', 'ضد', 'بريطانيا'}",8,50
الدكتور راجي تواضروس وكيل وزارة الصحة بمحافظة قنا يتلقى لقاح كوفيد ,celebrity,1,positive,"['الدكتور', 'راجي', 'تواضروس', 'وكيل', 'وزارة', 'الصحة', 'بمحافظة', 'قنا', 'يتلقى', 'لقاح', 'كوفيد']","{'لقاح', 'تواضروس', 'وكيل', 'وزارة', 'الصحة', 'راجي', 'كوفيد', 'الدكتور', 'بمحافظة', 'قنا', 'يتلقى'}",11,67
بدناا لقاح ضد تغير المزاج بدقيقه,unrelated,0,neutral,"['بدناا', 'لقاح', 'ضد', 'تغير', 'المزاج', 'بدقيقه']","{'المزاج', 'تغير', 'بدقيقه', 'لقاح', 'ضد', 'بدناا'}",6,32
تلقيح السجناء فيهم الفلسطينيين ضد فيروس المستجد  ,info_news,1,positive,"['تلقيح', 'السجناء', 'فيهم', 'الفلسطينيين', 'ضد', 'فيروس', 'المستجد']","{'المستجد', 'فيهم', 'السجناء', 'الفلسطينيين', 'فيروس', 'تلقيح', 'ضد'}",7,49
ايمت يلاقو قاح للجحشنه  وقتها انا بطالب ينعطى للمواطن المقيم والنازح,info_news,1,positive,"['ايمت', 'يلاقو', 'قاح', 'للجحشنه', 'وقتها', 'انا', 'بطالب', 'ينعطى', 'للمواطن', 'المقيم', 'والنازح']","{'ينعطى', 'وقتها', 'يلاقو', 'انا', 'قاح', 'والنازح', 'ايمت', 'المقيم', 'للمواطن', 'للجحشنه', 'بطالب'}",11,68
  وزير الصحة تونس الجزائر أوالمغرب بلد طبيعتنا كجزائريين وكمسلمين نقتسم الشي عندنا   لقاح,info_news,1,positive,"['وزير', 'الصحة', 'تونس', 'الجزائر', 'أوالمغرب', 'بلد', 'طبيعتنا', 'كجزائريين', 'وكمسلمين', 'نقتسم', 'الشي', 'عندنا', 'لقاح']","{'لقاح', 'بلد', 'طبيعتنا', 'الصحة', 'أوالمغرب', 'الجزائر', 'وزير', 'كجزائريين', 'وكمسلمين', 'نقتسم', 'عندنا', 'الشي', 'تونس'}",13,89
اسرار تطعيم ونجاح الحمضيات او الموالح كنت محترف جزء,unrelated,0,neutral,"['اسرار', 'تطعيم', 'ونجاح', 'الحمضيات', 'او', 'الموالح', 'كنت', 'محترف', 'جزء']","{'الحمضيات', 'كنت', 'اسرار', 'تطعيم', 'الموالح', 'محترف', 'او', 'ونجاح', 'جزء'}",9,51
الوباء الاخطر الكرة الأرضية كورونا  امريكا ومخططاتها,unrelated,0,neutral,"['الوباء', 'الاخطر', 'الكرة', 'الأرضية', 'كورونا', 'امريكا', 'ومخططاتها']","{'كورونا', 'الاخطر', 'امريكا', 'الأرضية', 'ومخططاتها', 'الوباء', 'الكرة'}",7,52
قائد القوات البرية الملكية السعودية يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,positive,"['قائد', 'القوات', 'البرية', 'الملكية', 'السعودية', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'كورونا', 'قائد', 'الأولى', 'السعودية', 'لقاح', 'البرية', 'القوات', 'الجرعة', 'الملكية', 'يتلقى'}",10,69
شون دايش مدرب بيرنلي اقترح منح لقاح كورونا لجميع اندية البريميرليغ,requests,1,positive,"['شون', 'دايش', 'مدرب', 'بيرنلي', 'اقترح', 'منح', 'لقاح', 'كورونا', 'لجميع', 'اندية', 'البريميرليغ']","{'كورونا', 'منح', 'البريميرليغ', 'لجميع', 'لقاح', 'دايش', 'بيرنلي', 'اندية', 'شون', 'اقترح', 'مدرب'}",11,66
سيدي صاحب السمو الملكي الامير  يتلقى الجرعة الاولى لقاح كورونا كوفيد  ,celebrity,1,positive,"['سيدي', 'صاحب', 'السمو', 'الملكي', 'الامير', 'يتلقى', 'الجرعة', 'الاولى', 'لقاح', 'كورونا', 'كوفيد']","{'كورونا', 'صاحب', 'السمو', 'لقاح', 'الاولى', 'الامير', 'كوفيد', 'الملكي', 'الجرعة', 'سيدي', 'يتلقى'}",11,70
دولة عربية إفريقيا تتسلم إمدادات كبيرة لقاحات ضد كورونا  ,info_news,1,positive,"['دولة', 'عربية', 'إفريقيا', 'تتسلم', 'إمدادات', 'كبيرة', 'لقاحات', 'ضد', 'كورونا']","{'كورونا', 'لقاحات', 'عربية', 'ضد', 'إمدادات', 'كبيرة', 'دولة', 'إفريقيا', 'تتسلم'}",9,57
يتلقى لقاح العافية جسد صب تجعله يشكو ألم واحفظه شر  يارب زيادة عافيته ودوام صحته وطولا مره طاعته,celebrity,1,positive,"['يتلقى', 'لقاح', 'العافية', 'جسد', 'صب', 'تجعله', 'يشكو', 'ألم', 'واحفظه', 'شر', 'يارب', 'زيادة', 'عافيته', 'ودوام', 'صحته', 'وطولا', 'مره', 'طاعته']","{'عافيته', 'لقاح', 'ودوام', 'العافية', 'جسد', 'طاعته', 'تجعله', 'وطولا', 'واحفظه', 'شر', 'صب', 'ألم', 'يشكو', 'صحته', 'مره', 'زيادة', 'يتلقى', 'يارب'}",18,96
فعالية لقاح فايزر دراسة تظهر نجاح تقليل الإصابات بشكل كبير  ,info_news,1,positive,"['فعالية', 'لقاح', 'فايزر', 'دراسة', 'تظهر', 'نجاح', 'تقليل', 'الإصابات', 'بشكل', 'كبير']","{'تظهر', 'فعالية', 'بشكل', 'لقاح', 'نجاح', 'تقليل', 'دراسة', 'الإصابات', 'كبير', 'فايزر'}",10,60
الإمارات تعلن توفير لقاح للجميع بدءا سن عاما,plan,1,positive,"['الإمارات', 'تعلن', 'توفير', 'لقاح', 'للجميع', 'بدءا', 'سن', 'عاما']","{'لقاح', 'بدءا', 'عاما', 'تعلن', 'توفير', 'سن', 'الإمارات', 'للجميع'}",8,44
إسرائيل تعلن نقل أولى شحنات لقاح كورونا الفلسطينيين,info_news,1,positive,"['إسرائيل', 'تعلن', 'نقل', 'أولى', 'شحنات', 'لقاح', 'كورونا', 'الفلسطينيين']","{'كورونا', 'إسرائيل', 'لقاح', 'شحنات', 'تعلن', 'الفلسطينيين', 'أولى', 'نقل'}",8,51
ظهور حالة محص تطبيق تلقي الجرعة الثانية لقاح كوفيد,info_news,1,positive,"['ظهور', 'حالة', 'محص', 'تطبيق', 'تلقي', 'الجرعة', 'الثانية', 'لقاح', 'كوفيد']","{'محص', 'لقاح', 'الثانية', 'ظهور', 'حالة', 'كوفيد', 'تطبيق', 'تلقي', 'الجرعة'}",9,50
العفو الدولية منع الإيرانيين الحصول لقاح أجنبي تجاهل للحق الحياة ولعب بحياة الملايين مواطنيه  ,info_news,-1,negative,"['العفو', 'الدولية', 'منع', 'الإيرانيين', 'الحصول', 'لقاح', 'أجنبي', 'تجاهل', 'للحق', 'الحياة', 'ولعب', 'بحياة', 'الملايين', 'مواطنيه']","{'الإيرانيين', 'مواطنيه', 'لقاح', 'الحصول', 'بحياة', 'الملايين', 'العفو', 'للحق', 'أجنبي', 'ولعب', 'الدولية', 'تجاهل', 'منع', 'الحياة'}",14,94
الحمد لله رب العالمين   اخذنا الجرعة الثانية لقاح    الله الجميع بالصحة والعافية,info_news,1,positive,"['الحمد', 'لله', 'رب', 'العالمين', 'اخذنا', 'الجرعة', 'الثانية', 'لقاح', 'الله', 'الجميع', 'بالصحة', 'والعافية']","{'لله', 'الله', 'رب', 'والعافية', 'لقاح', 'الثانية', 'العالمين', 'بالصحة', 'الجميع', 'الحمد', 'اخذنا', 'الجرعة'}",12,80
الرئيس يتلقى جرعة لقاح سينوفاك المضاد لفيروس كورونا المدينة الطبية بالعاصمة,celebrity,1,positive,"['الرئيس', 'يتلقى', 'جرعة', 'لقاح', 'سينوفاك', 'المضاد', 'لفيروس', 'كورونا', 'المدينة', 'الطبية', 'بالعاصمة']","{'لفيروس', 'كورونا', 'لقاح', 'الرئيس', 'سينوفاك', 'الطبية', 'المدينة', 'جرعة', 'بالعاصمة', 'المضاد', 'يتلقى'}",11,75
بالفيديو رسالة ابن مطور لقاح شلل الأطفال لمن يشعر بالقلق لقاح كورونا ,info_news,1,positive,"['بالفيديو', 'رسالة', 'ابن', 'مطور', 'لقاح', 'شلل', 'الأطفال', 'لمن', 'يشعر', 'بالقلق', 'لقاح', 'كورونا']","{'كورونا', 'لمن', 'لقاح', 'ابن', 'رسالة', 'مطور', 'بالفيديو', 'الأطفال', 'بالقلق', 'شلل', 'يشعر'}",11,69
لقاح جونسون آند جونسون يغير قواعد اللعبة ضد كورونا  ,info_news,0,neutral,"['لقاح', 'جونسون', 'آند', 'جونسون', 'يغير', 'قواعد', 'اللعبة', 'ضد', 'كورونا']","{'كورونا', 'لقاح', 'قواعد', 'جونسون', 'يغير', 'ضد', 'اللعبة', 'آند'}",8,52
اللاجئون المسنون مخيم الزعتري يتلقون لقاح,info_news,1,positive,"['اللاجئون', 'المسنون', 'مخيم', 'الزعتري', 'يتلقون', 'لقاح']","{'لقاح', 'اللاجئون', 'مخيم', 'الزعتري', 'المسنون', 'يتلقون'}",6,41
خادم الحرمين الشريفين خلال تلقيه لقاح  ,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'خلال', 'تلقيه', 'لقاح']","{'الحرمين', 'لقاح', 'الشريفين', 'تلقيه', 'خلال', 'خادم'}",6,39
مجلة طبية تكشف نسبة فاعلية اللقاح الروسي ضد كورونا ,info_news,1,positive,"['مجلة', 'طبية', 'تكشف', 'نسبة', 'فاعلية', 'اللقاح', 'الروسي', 'ضد', 'كورونا']","{'كورونا', 'نسبة', 'تكشف', 'طبية', 'مجلة', 'فاعلية', 'اللقاح', 'ضد', 'الروسي'}",9,51
الصحة   الجرعة الأولى لقاح كورونا يحصل الجرعة الثانية الموعد,info_news,1,positive,"['الصحة', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'يحصل', 'الجرعة', 'الثانية', 'الموعد']","{'كورونا', 'الأولى', 'يحصل', 'لقاح', 'الثانية', 'الصحة', 'الجرعة', 'الموعد'}",8,60
بفضل الله بجهود حكومتنا  اخذت  لقاح  يحق الفخر بهذا الوطن   والله مثلك بهالدنيا بلد ,info_news,1,positive,"['بفضل', 'الله', 'بجهود', 'حكومتنا', 'اخذت', 'لقاح', 'يحق', 'الفخر', 'بهذا', 'الوطن', 'والله', 'مثلك', 'بهالدنيا', 'بلد']","{'الله', 'مثلك', 'بجهود', 'لقاح', 'بلد', 'يحق', 'والله', 'اخذت', 'بهذا', 'بهالدنيا', 'الفخر', 'بفضل', 'حكومتنا', 'الوطن'}",14,84
يلتقي الفريق العلمي بجامعة الإمام عبدالرحمن بن فيصل أنهى التجارب السريرية لإنتاج لقاح فيروس,info_news,1,positive,"['يلتقي', 'الفريق', 'العلمي', 'بجامعة', 'الإمام', 'عبدالرحمن', 'بن', 'فيصل', 'أنهى', 'التجارب', 'السريرية', 'لإنتاج', 'لقاح', 'فيروس']","{'فيصل', 'يلتقي', 'الفريق', 'لقاح', 'أنهى', 'العلمي', 'بجامعة', 'الإمام', 'التجارب', 'السريرية', 'فيروس', 'لإنتاج', 'عبدالرحمن', 'بن'}",14,91
